sample_id,sample_type,organism_species,organism_family,organism_genus,species_organe,species_selected,species_organe_selected
VGF144_B11,sample,Cyathula prostrata,Amaranthaceae,Cyathula,Cyathula prostrata leaves,Other,Other
VGF144_C02,sample,Angelica anomala,Apiaceae,Angelica,Angelica anomala multiple,Other,Other
VGF144_C03,sample,Clinopodium megalanthum,Lamiaceae,Clinopodium,Clinopodium megalanthum roots,Other,Other
VGF144_C04,sample,Iris lactea,Iridaceae,Iris,Iris lactea roots,Other,Other
VGF144_C05,sample,Neocinnamomum delavayi,Lauraceae,Neocinnamomum,Neocinnamomum delavayi green stems,Other,Other
VGF144_C06,sample,Salix guebriantiana,Salicaceae,Salix,Salix guebriantiana green stems,Other,Other
VGF144_C07,sample,Alpinia chinensis,Zingiberaceae,Alpinia,Alpinia chinensis roots,Other,Other
VGF144_C08,sample,Enkianthus quinqueflorus,Ericaceae,Enkianthus,Enkianthus quinqueflorus roots,Other,Other
VGF144_C09,sample,Ilex macrocarpa,Aquifoliaceae,Ilex,Ilex macrocarpa leaves,Other,Other
VGF144_C10,sample,Citrus hystrix,Rutaceae,Citrus,Citrus hystrix woody stems,Other,Other
VGF144_C11,sample,Cyathula prostrata,Amaranthaceae,Cyathula,Cyathula prostrata woody stems,Other,Other
VGF144_D02,sample,Begonia palmata,Begoniaceae,Begonia,Begonia palmata multiple,Other,Other
VGF144_D03,sample,Clinopodium megalanthum,Lamiaceae,Clinopodium,Clinopodium megalanthum green stems,Other,Other
VGF144_D04,sample,Iris lactea,Iridaceae,Iris,Iris lactea leaves,Other,Other
VGF144_D05,sample,Neocinnamomum delavayi,Lauraceae,Neocinnamomum,Neocinnamomum delavayi leaves,Other,Other
VGF144_D06,sample,Salix guebriantiana,Salicaceae,Salix,Salix guebriantiana leaves,Other,Other
VGF144_D07,sample,Alpinia chinensis,Zingiberaceae,Alpinia,Alpinia chinensis multiple,Other,Other
VGF144_D08,sample,Eucalyptus saligna,Myrtaceae,Eucalyptus,Eucalyptus saligna fruits,Other,Other
VGF144_D09,sample,Ilex szechwanensis,Aquifoliaceae,Ilex,Ilex szechwanensis green stems,Other,Other
VGF144_D10,sample,Citrus hystrix,Rutaceae,Citrus,Citrus hystrix roots,Other,Other
VGF144_D11,sample,Cyathula prostrata,Amaranthaceae,Cyathula,Cyathula prostrata roots,Other,Other
VGF144_E02,sample,Berberis julianae,Berberidaceae,Berberis,Berberis julianae roots,Other,Other
VGF144_E03,sample,Clinopodium megalanthum,Lamiaceae,Clinopodium,Clinopodium megalanthum leaves,Other,Other
VGF144_E04,sample,Ixeris chinensis,Asteraceae,Ixeris,Ixeris chinensis multiple,Other,Other
VGF144_E05,sample,Paris verticillata,Melanthiaceae,Paris,Paris verticillata multiple,Other,Other
VGF144_E06,sample,Schisandra propinqua,Schisandraceae,Schisandra,Schisandra propinqua roots,Other,Other
VGF144_E07,sample,Aucuba himalaica,Garryaceae,Aucuba,Aucuba himalaica green stems,Other,Other
VGF144_E08,sample,Carya kweichowensis,Juglandaceae,Carya,Carya kweichowensis roots,Other,Other
VGF144_E09,sample,Ilex szechwanensis,Aquifoliaceae,Ilex,Ilex szechwanensis leaves,Other,Other
VGF144_E10,sample,Clitoria ternatea,Fabaceae,Clitoria,Clitoria ternatea leaves,Other,Other
VGF144_E11,sample,Dillenia indica,Dilleniaceae,Dillenia,Dillenia indica leaves,Other,Other
VGF144_F02,sample,Berberis julianae,Berberidaceae,Berberis,Berberis julianae green stems,Other,Other
VGF144_F03,sample,Clinopodium megalanthum,Lamiaceae,Clinopodium,Clinopodium megalanthum fruits,Other,Other
VGF144_F04,sample,Jasminum polyanthum,Oleaceae,Jasminum,Jasminum polyanthum fruits,Other,Other
VGF144_F05,sample,Polygonatum cyrtonema,Asparagaceae,Polygonatum,Polygonatum cyrtonema multiple,Other,Other
VGF144_F06,sample,Vitis vexillata,Vitaceae,Vitis,Vitis vexillata green stems,Other,Other
VGF144_F07,sample,Citrus cavaleriei,Rutaceae,Citrus,Citrus cavaleriei roots,Other,Other
VGF144_F08,sample,Carya kweichowensis,Juglandaceae,Carya,Carya kweichowensis green stems,Other,Other
VGF144_F09,sample,Kadsura coccinea,Schisandraceae,Kadsura,Kadsura coccinea roots,Other,Other
VGF144_F10,sample,Clitoria ternatea,Fabaceae,Clitoria,Clitoria ternatea woody stems,Other,Other
VGF144_F11,sample,Dillenia indica,Dilleniaceae,Dillenia,Dillenia indica woody stems,Other,Other
VGF144_G02,sample,Berberis julianae,Berberidaceae,Berberis,Berberis julianae leaves,Other,Other
VGF144_G03,sample,Cymbidium aloifolium,Orchidaceae,Cymbidium,Cymbidium aloifolium multiple,Other,Other
VGF144_G04,sample,Kerria japonica,Rosaceae,Kerria,Kerria japonica roots,Other,Other
VGF144_G05,sample,Polygonum plebejum,Polygonaceae,Polygonum,Polygonum plebejum multiple,Other,Other
VGF144_G06,sample,Vitis vexillata,Vitaceae,Vitis,Vitis vexillata leaves,Other,Other
VGF144_G07,sample,Citrus cavaleriei,Rutaceae,Citrus,Citrus cavaleriei green stems,Other,Other
VGF144_G08,sample,Carya kweichowensis,Juglandaceae,Carya,Carya kweichowensis leaves,Other,Other
VGF144_G09,sample,Callerya cinerea,Fabaceae,Callerya,Callerya cinerea roots,Other,Other
VGF144_G10,sample,Colocasia esculenta,Araceae,Colocasia,Colocasia esculenta multiple,Other,Other
VGF144_G11,sample,Dillenia indica,Dilleniaceae,Dillenia,Dillenia indica roots,Other,Other
VGF144_H02,sample,Caragana rosea,Fabaceae,Caragana,Caragana rosea roots,Other,Other
VGF144_H03,sample,Elsholtzia fruticosa,Lamiaceae,Elsholtzia,Elsholtzia fruticosa roots,Other,Other
VGF144_H04,sample,Magnolia delavayi,Magnoliaceae,Magnolia,Magnolia delavayi roots,Other,Other
VGF144_H05,sample,Pteridium excelsum,Dennstaedtiaceae,Pteridium,Pteridium excelsum roots,Other,Other
VGF144_H06,sample,Vitis vexillata,Vitaceae,Vitis,Vitis vexillata fruits,Other,Other
VGF144_H07,sample,Cupressus duclouxiana,Cupressaceae,Cupressus,Cupressus duclouxiana roots,Other,Other
VGF144_H08,sample,Gaultheria cuneata,Ericaceae,Gaultheria,Gaultheria cuneata roots,Other,Other
VGF144_H09,sample,Callerya cinerea,Fabaceae,Callerya,Callerya cinerea green stems,Other,Other
VGF144_H10,sample,Colocasia esculenta,Araceae,Colocasia,Colocasia esculenta roots,Other,Other
VGF144_H11,sample,Lablab purpureus,Fabaceae,Lablab,Lablab purpureus leaves,Other,Other
VGF145_A02,sample,Lablab purpureus,Fabaceae,Lablab,Lablab purpureus multiple,Other,Other
VGF145_A03,sample,Benkara depauperata,Rubiaceae,Benkara,Benkara depauperata woody stems,Other,Other
VGF145_A04,sample,Lygodium salicifolium,Lygodiaceae,Lygodium,Lygodium salicifolium leaves,Other,Other
VGF145_A05,sample,Nymphaea lotus,Nymphaeaceae,Nymphaea,Nymphaea lotus roots,Other,Other
VGF145_A06,sample,Alisma plantago-aquatica,Alismataceae,Alisma,Alisma plantago-aquatica multiple,Other,Other
VGF145_A07,sample,Bombax anceps,Malvaceae,Bombax,Bombax anceps roots,Other,Other
VGF145_A08,sample,Spondias pinnata,Anacardiaceae,Spondias,Spondias pinnata leaves,Other,Other
VGF145_A09,sample,Phyllanthus acidus,Phyllanthaceae,Phyllanthus,Phyllanthus acidus roots,Other,Other
VGF145_A10,sample,Antidesma cochinchinense,Phyllanthaceae,Antidesma,Antidesma cochinchinense woody stems,Other,Other
VGF145_A11,sample,Schleichera oleosa,Sapindaceae,Schleichera,Schleichera oleosa roots,Other,Other
VGF145_B02,sample,Donax canniformis,Marantaceae,Donax,Donax canniformis leaves,Other,Other
VGF145_B03,sample,Benkara depauperata,Rubiaceae,Benkara,Benkara depauperata roots,Other,Other
VGF145_B04,sample,Lygodium salicifolium,Lygodiaceae,Lygodium,Lygodium salicifolium multiple,Other,Other
VGF145_B05,sample,Eryngium yuccifolium,Apiaceae,Eryngium,Eryngium yuccifolium multiple,Other,Other
VGF145_B06,sample,Bulbophyllum odoratissimum,Orchidaceae,Bulbophyllum,Bulbophyllum odoratissimum multiple,Other,Other
VGF145_B07,sample,Bombax anceps,Malvaceae,Bombax,Bombax anceps leaves,Other,Other
VGF145_B08,sample,Omphalea bracteata,Euphorbiaceae,Omphalea,Omphalea bracteata leaves,Other,Other
VGF145_B09,sample,Spondias pinnata,Anacardiaceae,Spondias,Spondias pinnata roots,Other,Other
VGF145_B10,sample,Halopegia blumei,Marantaceae,Halopegia,Halopegia blumei green stems,Other,Other
VGF145_B11,sample,Halopegia blumei,Marantaceae,Halopegia,Halopegia blumei leaves,Other,Other
VGF145_C02,sample,Donax canniformis,Marantaceae,Donax,Donax canniformis woody stems,Other,Other
VGF145_C03,sample,Adina cordifolia,Rubiaceae,Adina,Adina cordifolia leaves,Other,Other
VGF145_C04,sample,Moringa oleifera,Moringaceae,Moringa,Moringa oleifera leaves,Other,Other
VGF145_C05,sample,Passiflora edulis,Passifloraceae,Passiflora,Passiflora edulis leaves,Other,Other
VGF145_C06,sample,Clematis chrysocoma,Ranunculaceae,Clematis,Clematis chrysocoma green stems,Other,Other
VGF145_C07,sample,Solanum stramonifolium,Solanaceae,Solanum,Solanum stramonifolium leaves,Other,Other
VGF145_C08,sample,Omphalea bracteata,Euphorbiaceae,Omphalea,Omphalea bracteata roots,Other,Other
VGF145_C09,sample,Antidesma cochinchinense,Phyllanthaceae,Antidesma,Antidesma cochinchinense roots,Other,Other
VGF145_C10,sample,Helicteres isora,Malvaceae,Helicteres,Helicteres isora leaves,Other,Other
VGF145_C11,sample,Buchanania cochinchinensis,Anacardiaceae,Buchanania,Buchanania cochinchinensis woody stems,Other,Other
VGF145_D02,sample,Donax canniformis,Marantaceae,Donax,Donax canniformis roots,Other,Other
VGF145_D03,sample,Adina cordifolia,Rubiaceae,Adina,Adina cordifolia woody stems,Other,Other
VGF145_D04,sample,Moringa oleifera,Moringaceae,Moringa,Moringa oleifera woody stems,Other,Other
VGF145_D05,sample,Passiflora edulis,Passifloraceae,Passiflora,Passiflora edulis woody stems,Other,Other
VGF145_D06,sample,Helwingia omeiensis,Helwingiaceae,Helwingia,Helwingia omeiensis roots,Other,Other
VGF145_D07,sample,Solanum stramonifolium,Solanaceae,Solanum,Solanum stramonifolium woody stems,Other,Other
VGF145_D08,sample,Omphalea bracteata,Euphorbiaceae,Omphalea,Omphalea bracteata woody stems,Other,Other
VGF145_D09,sample,Amaranthus viridis,Amaranthaceae,Amaranthus,Amaranthus viridis woody stems,Other,Other
VGF145_D10,sample,Helicteres isora,Malvaceae,Helicteres,Helicteres isora roots,Other,Other
VGF145_D11,sample,Amorphophallus paeoniifolius,Araceae,Amorphophallus,Amorphophallus paeoniifolius leaves,Other,Other
VGF145_E02,sample,Entada phaseoloides,Fabaceae,Entada,Entada phaseoloides leaves,Other,Other
VGF145_E03,sample,Adina cordifolia,Rubiaceae,Adina,Adina cordifolia roots,Other,Other
VGF145_E04,sample,Nelumbo nucifera,Nelumbonaceae,Nelumbo,Nelumbo nucifera leaves,Other,Other
VGF145_E05,sample,Pithecellobium dulce,Fabaceae,Pithecellobium,Pithecellobium dulce leaves,Other,Other
VGF145_E06,sample,Amorphophallus paeoniifolius,Araceae,Amorphophallus,Amorphophallus paeoniifolius woody stems,Other,Other
VGF145_E07,sample,Antidesma cochinchinense,Phyllanthaceae,Antidesma,Antidesma cochinchinense leaves,Other,Other
VGF145_E08,sample,Bombax anceps,Malvaceae,Bombax,Bombax anceps woody stems,Other,Other
VGF145_E09,sample,Microcos tomentosa,Malvaceae,Microcos,Microcos tomentosa woody stems,Other,Other
VGF145_E10,sample,Buchanania cochinchinensis,Anacardiaceae,Buchanania,Buchanania cochinchinensis leaves,Other,Other
VGF145_E11,sample,Spondias pinnata,Anacardiaceae,Spondias,Spondias pinnata woody stems,Other,Other
VGF145_F02,sample,Entada phaseoloides,Fabaceae,Entada,Entada phaseoloides woody stems,Other,Other
VGF145_F03,sample,Lagerstroemia spinosa,Lythraceae,Lagerstroemia,Lagerstroemia spinosa leaves,Other,Other
VGF145_F04,sample,Nelumbo nucifera,Nelumbonaceae,Nelumbo,Nelumbo nucifera woody stems,Other,Other
VGF145_F05,sample,Pithecellobium dulce,Fabaceae,Pithecellobium,Pithecellobium dulce woody stems,Other,Other
VGF145_F06,sample,Amaranthus tricolor,Amaranthaceae,Amaranthus,Amaranthus tricolor woody stems,Other,Other
VGF145_F07,sample,Pluchea indica,Asteraceae,Pluchea,Pluchea indica roots,Other,Other
VGF145_F08,sample,Rhaphidophora decursiva,Araceae,Rhaphidophora,Rhaphidophora decursiva multiple,Other,Other
VGF145_F09,sample,Microcos tomentosa,Malvaceae,Microcos,Microcos tomentosa roots,Other,Other
VGF145_F10,sample,Buchanania cochinchinensis,Anacardiaceae,Buchanania,Buchanania cochinchinensis roots,Other,Other
VGF145_F11,sample,Clerodendrum chinense,Lamiaceae,Clerodendrum,Clerodendrum chinense leaves,Other,Other
VGF145_G02,sample,Entada phaseoloides,Fabaceae,Entada,Entada phaseoloides roots,Other,Other
VGF145_G03,sample,Lagerstroemia spinosa,Lythraceae,Lagerstroemia,Lagerstroemia spinosa woody stems,Other,Other
VGF145_G04,sample,Nymphaea lotus,Nymphaeaceae,Nymphaea,Nymphaea lotus leaves,Other,Other
VGF145_G05,sample,Pithecellobium dulce,Fabaceae,Pithecellobium,Pithecellobium dulce roots,Other,Other
VGF145_G06,sample,Amorphophallus paeoniifolius,Araceae,Amorphophallus,Amorphophallus paeoniifolius roots,Other,Other
VGF145_G07,sample,Pluchea indica,Asteraceae,Pluchea,Pluchea indica woody stems,Other,Other
VGF145_G08,sample,Phyllanthus acidus,Phyllanthaceae,Phyllanthus,Phyllanthus acidus leaves,Other,Other
VGF145_G09,sample,Phyllanthus pulcher,Phyllanthaceae,Phyllanthus,Phyllanthus pulcher multiple,Other,Other
VGF145_G10,sample,Caesalpinia digyna,Fabaceae,Caesalpinia,Caesalpinia digyna leaves,Other,Other
VGF145_G11,sample,Amaranthus tricolor,Amaranthaceae,Amaranthus,Amaranthus tricolor leaves,Other,Other
VGF145_H02,sample,Benkara depauperata,Rubiaceae,Benkara,Benkara depauperata leaves,Other,Other
VGF145_H03,sample,Lagerstroemia spinosa,Lythraceae,Lagerstroemia,Lagerstroemia spinosa roots,Other,Other
VGF145_H04,sample,Nymphaea lotus,Nymphaeaceae,Nymphaea,Nymphaea lotus woody stems,Other,Other
VGF145_H05,sample,Pterocymbium dussaudii,Malvaceae,Pterocymbium,Pterocymbium dussaudii leaves,Other,Other
VGF145_H06,sample,Amaranthus viridis,Amaranthaceae,Amaranthus,Amaranthus viridis roots,Other,Other
VGF145_H07,sample,Rhaphidophora decursiva,Araceae,Rhaphidophora,Rhaphidophora decursiva leaves,Other,Other
VGF145_H08,sample,Schleichera oleosa,Sapindaceae,Schleichera,Schleichera oleosa leaves,Other,Other
VGF145_H09,sample,Pentace burmanica,Malvaceae,Pentace,Pentace burmanica leaves,Other,Other
VGF145_H10,sample,Phyllanthus acidus,Phyllanthaceae,Phyllanthus,Phyllanthus acidus woody stems,Other,Other
VGF145_H11,sample,Caesalpinia digyna,Fabaceae,Caesalpinia,Caesalpinia digyna roots,Other,Other
VGF146_A02,sample,Clerodendrum paniculatum,Lamiaceae,Clerodendrum,Clerodendrum paniculatum leaves,Other,Other
VGF146_A03,sample,Aegle marmelos,Rutaceae,Aegle,Aegle marmelos roots,Other,Other
VGF146_A04,sample,Sesbania bispinosa,Fabaceae,Sesbania,Sesbania bispinosa woody stems,Other,Other
VGF146_A05,sample,Spondias lakonensis,Anacardiaceae,Spondias,Spondias lakonensis woody stems,Other,Other
VGF146_A06,sample,Albizia vialeana,Fabaceae,Albizia,Albizia vialeana roots,Other,Other
VGF146_A07,sample,Albizia vialeana,Fabaceae,Albizia,Albizia vialeana leaves,Other,Other
VGF146_A08,sample,Ocimum tenuiflorum,Lamiaceae,Ocimum,Ocimum tenuiflorum roots,Other,Other
VGF146_A09,sample,Clerodendrum chinense,Lamiaceae,Clerodendrum,Clerodendrum chinense roots,Other,Other
VGF146_A10,sample,Pandanus amaryllifolius,Pandanaceae,Pandanus,Pandanus amaryllifolius woody stems,Other,Other
VGF146_A11,sample,Combretum indicum,Combretaceae,Combretum,Combretum indicum woody stems,Other,Other
VGF146_B02,sample,Gynandropsis gynandra,Cleomaceae,Gynandropsis,Gynandropsis gynandra multiple,Other,Other
VGF146_B03,sample,Acacia cognata,Fabaceae,Acacia,Acacia cognata woody stems,Other,Other
VGF146_B04,sample,Scindapsus officinalis,Araceae,Scindapsus,Scindapsus officinalis leaves,Other,Other
VGF146_B05,sample,Alpinia galanga,Zingiberaceae,Alpinia,Alpinia galanga leaves,Other,Other
VGF146_B06,sample,Pluchea indica,Asteraceae,Pluchea,Pluchea indica leaves,Other,Other
VGF146_B07,sample,Pentace burmanica,Malvaceae,Pentace,Pentace burmanica woody stems,Other,Other
VGF146_B08,sample,Gossypium herbaceum,Malvaceae,Gossypium,Gossypium herbaceum roots,Other,Other
VGF146_B09,sample,Euphorbia tirucalli,Euphorbiaceae,Euphorbia,Euphorbia tirucalli leaves,Other,Other
VGF146_B10,sample,Gossypium herbaceum,Malvaceae,Gossypium,Gossypium herbaceum leaves,Other,Other
VGF146_B11,sample,Halopegia blumei,Marantaceae,Halopegia,Halopegia blumei leaves,Other,Other
VGF146_C02,sample,Castanopsis indica,Fagaceae,Castanopsis,Castanopsis indica leaves,Other,Other
VGF146_C03,sample,Clerodendrum paniculatum,Lamiaceae,Clerodendrum,Clerodendrum paniculatum woody stems,Other,Other
VGF146_C04,sample,Spondias lakonensis,Anacardiaceae,Spondias,Spondias lakonensis leaves,Other,Other
VGF146_C05,sample,Castanopsis indica,Fagaceae,Castanopsis,Castanopsis indica roots,Other,Other
VGF146_C06,sample,Sesbania bispinosa,Fabaceae,Sesbania,Sesbania bispinosa roots,Other,Other
VGF146_C07,sample,Halopegia blumei,Marantaceae,Halopegia,Halopegia blumei roots,Other,Other
VGF146_C08,sample,Physalis peruviana,Solanaceae,Physalis,Physalis peruviana roots,Other,Other
VGF146_C09,sample,Pandanus amaryllifolius,Pandanaceae,Pandanus,Pandanus amaryllifolius roots,Other,Other
VGF146_C10,sample,Pandanus odorifer,Pandanaceae,Pandanus,Pandanus odorifer leaves,Other,Other
VGF146_C11,sample,Uncaria homomalla,Rubiaceae,Uncaria,Uncaria homomalla leaves,Other,Other
VGF146_D02,sample,Chromolaena odorata,Asteraceae,Chromolaena,Chromolaena odorata woody stems,Other,Other
VGF146_D03,sample,Chromolaena odorata,Asteraceae,Chromolaena,Chromolaena odorata roots,Other,Other
VGF146_D04,sample,Spondias lakonensis,Anacardiaceae,Spondias,Spondias lakonensis roots,Other,Other
VGF146_D05,sample,Amaranthus tricolor,Amaranthaceae,Amaranthus,Amaranthus tricolor roots,Other,Other
VGF146_D06,sample,Schleichera oleosa,Sapindaceae,Schleichera,Schleichera oleosa woody stems,Other,Other
VGF146_D07,sample,Euphorbia tirucalli,Euphorbiaceae,Euphorbia,Euphorbia tirucalli roots,Other,Other
VGF146_D08,sample,Gouania leptostachya,Rhamnaceae,Gouania,Gouania leptostachya woody stems,Other,Other
VGF146_D09,sample,Physalis peruviana,Solanaceae,Physalis,Physalis peruviana leaves,Other,Other
VGF146_D10,sample,Physalis peruviana,Solanaceae,Physalis,Physalis peruviana woody stems,Other,Other
VGF146_D11,sample,Pandanus odorifer,Pandanaceae,Pandanus,Pandanus odorifer woody stems,Other,Other
VGF146_E02,sample,Castanopsis indica,Fagaceae,Castanopsis,Castanopsis indica woody stems,Other,Other
VGF146_E03,sample,Aegle marmelos,Rutaceae,Aegle,Aegle marmelos woody stems,Other,Other
VGF146_E04,sample,Sesbania bispinosa,Fabaceae,Sesbania,Sesbania bispinosa leaves,Other,Other
VGF146_E05,sample,Dracaena cochinchinensis,Asparagaceae,Dracaena,Dracaena cochinchinensis woody stems,Other,Other
VGF146_E06,sample,Pavetta indica,Rubiaceae,Pavetta,Pavetta indica woody stems,Other,Other
VGF146_E07,sample,Ocimum tenuiflorum,Lamiaceae,Ocimum,Ocimum tenuiflorum green stems,Other,Other
VGF146_E08,sample,Cnestis palala,Connaraceae,Cnestis,Cnestis palala roots,Other,Other
VGF146_E09,sample,Gouania leptostachya,Rhamnaceae,Gouania,Gouania leptostachya leaves,Other,Other
VGF146_E10,sample,Plumbago indica,Plumbaginaceae,Plumbago,Plumbago indica woody stems,Other,Other
VGF146_E11,sample,Plumbago indica,Plumbaginaceae,Plumbago,Plumbago indica leaves,Other,Other
VGF146_F02,sample,Chromolaena odorata,Asteraceae,Chromolaena,Chromolaena odorata leaves,Other,Other
VGF146_F03,sample,Clerodendrum paniculatum,Lamiaceae,Clerodendrum,Clerodendrum paniculatum roots,Other,Other
VGF146_F04,sample,Pandanus odorifer,Pandanaceae,Pandanus,Pandanus odorifer roots,Other,Other
VGF146_F05,sample,Alocasia macrorrhizos,Araceae,Alocasia,Alocasia macrorrhizos roots,Other,Other
VGF146_F06,sample,Scindapsus officinalis,Araceae,Scindapsus,Scindapsus officinalis roots,Other,Other
VGF146_F07,sample,Ocimum tenuiflorum,Lamiaceae,Ocimum,Ocimum tenuiflorum leaves,Other,Other
VGF146_F08,sample,Clerodendrum chinense,Lamiaceae,Clerodendrum,Clerodendrum chinense woody stems,Other,Other
VGF146_F09,sample,Cnestis palala,Connaraceae,Cnestis,Cnestis palala woody stems,Other,Other
VGF146_F10,sample,Cymbidium aloifolium,Orchidaceae,Cymbidium,Cymbidium aloifolium multiple,Other,Other
VGF146_F11,sample,Dracaena cochinchinensis,Asparagaceae,Dracaena,Dracaena cochinchinensis roots,Other,Other
VGF146_G02,sample,Acacia cognata,Fabaceae,Acacia,Acacia cognata roots,Other,Other
VGF146_G03,sample,Helicteres isora,Malvaceae,Helicteres,Helicteres isora woody stems,Other,Other
VGF146_G04,sample,Caesalpinia digyna,Fabaceae,Caesalpinia,Caesalpinia digyna woody stems,Other,Other
VGF146_G05,sample,Alocasia macrorrhizos,Araceae,Alocasia,Alocasia macrorrhizos leaves,Other,Other
VGF146_G06,sample,Pavetta indica,Rubiaceae,Pavetta,Pavetta indica roots,Other,Other
VGF146_G07,sample,Baliospermum solanifolium,Euphorbiaceae,Baliospermum,Baliospermum solanifolium woody stems,Other,Other
VGF146_G08,sample,Pavetta indica,Rubiaceae,Pavetta,Pavetta indica leaves,Other,Other
VGF146_G09,sample,Gouania leptostachya,Rhamnaceae,Gouania,Gouania leptostachya roots,Other,Other
VGF146_G10,sample,Gossypium herbaceum,Malvaceae,Gossypium,Gossypium herbaceum woody stems,Other,Other
VGF146_G11,sample,Alpinia galanga,Zingiberaceae,Alpinia,Alpinia galanga green stems,Other,Other
VGF146_H02,sample,Aegle marmelos,Rutaceae,Aegle,Aegle marmelos leaves,Other,Other
VGF146_H03,sample,Dracaena cochinchinensis,Asparagaceae,Dracaena,Dracaena cochinchinensis leaves,Other,Other
VGF146_H04,sample,Microcos tomentosa,Malvaceae,Microcos,Microcos tomentosa leaves,Other,Other
VGF146_H05,sample,Albizia vialeana,Fabaceae,Albizia,Albizia vialeana woody stems,Other,Other
VGF146_H06,sample,Scindapsus officinalis,Araceae,Scindapsus,Scindapsus officinalis woody stems,Other,Other
VGF146_H07,sample,Baliospermum solanifolium,Euphorbiaceae,Baliospermum,Baliospermum solanifolium roots,Other,Other
VGF146_H08,sample,Plumbago indica,Plumbaginaceae,Plumbago,Plumbago indica roots,Other,Other
VGF146_H09,sample,Uncaria homomalla,Rubiaceae,Uncaria,Uncaria homomalla woody stems,Other,Other
VGF146_H10,sample,Aphanamixis polystachya,Meliaceae,Aphanamixis,Aphanamixis polystachya leaves,Other,Other
VGF146_H11,sample,Acacia cognata,Fabaceae,Acacia,Acacia cognata leaves,Other,Other
VGF147_A02,sample,Pandanus amaryllifolius,Pandanaceae,Pandanus,Pandanus amaryllifolius leaves,Other,Other
VGF147_A03,sample,Terminalia acuminata,Combretaceae,Terminalia,Terminalia acuminata woody stems,Other,Other
VGF147_A04,sample,Terminalia acuminata,Combretaceae,Terminalia,Terminalia acuminata roots,Other,Other
VGF147_A05,sample,Aquilaria agallocha,Thymelaeaceae,Aquilaria,Aquilaria agallocha roots,Other,Other
VGF147_A06,sample,Aporosa planchoniana,Phyllanthaceae,Aporosa,Aporosa planchoniana roots,Other,Other
VGF147_A07,sample,Vachellia harmandiana,Fabaceae,Vachellia,Vachellia harmandiana leaves,Other,Other
VGF147_A08,sample,Glycosmis cochinchinensis,Rutaceae,Glycosmis,Glycosmis cochinchinensis woody stems,Other,Other
VGF147_A09,sample,Dracaena draco,Asparagaceae,Dracaena,Dracaena draco leaves,Other,Other
VGF147_A10,sample,Catharanthus lanceus,Apocynaceae,Catharanthus,Catharanthus lanceus green stems,Other,Other
VGF147_A11,sample,Selenicereus grandiflorus,Cactaceae,Selenicereus,Selenicereus grandiflorus multiple,Other,Other
VGF147_B02,sample,Euphorbia tirucalli,Euphorbiaceae,Euphorbia,Euphorbia tirucalli woody stems,Other,Other
VGF147_B03,sample,Aquilaria agallocha,Thymelaeaceae,Aquilaria,Aquilaria agallocha leaves,Other,Other
VGF147_B04,sample,Aphanamixis polystachya,Meliaceae,Aphanamixis,Aphanamixis polystachya roots,Other,Other
VGF147_B05,sample,Knema oblongifolia,Myristicaceae,Knema,Knema oblongifolia leaves,Other,Other
VGF147_B06,sample,Aglaia simplicifolia,Meliaceae,Aglaia,Aglaia simplicifolia woody stems,Other,Other
VGF147_B07,sample,Ixora macrothyrsa,Rubiaceae,Ixora,Ixora macrothyrsa roots,Other,Other
VGF147_B08,sample,Dieffenbachia seguine,Araceae,Dieffenbachia,Dieffenbachia seguine multiple,Other,Other
VGF147_B09,sample,Plumeria rubra,Apocynaceae,Plumeria,Plumeria rubra woody stems,Other,Other
VGF147_B10,sample,Stauntonia brunoniana,Lardizabalaceae,Stauntonia,Stauntonia brunoniana leaves,Other,Other
VGF147_B11,sample,Catharanthus ovalis,Apocynaceae,Catharanthus,Catharanthus ovalis roots,Other,Other
VGF147_C02,sample,Melia azedarach,Meliaceae,Melia,Melia azedarach leaves,Other,Other
VGF147_C03,sample,Alchornea rugosa,Euphorbiaceae,Alchornea,Alchornea rugosa roots,Other,Other
VGF147_C04,sample,Combretum indicum,Combretaceae,Combretum,Combretum indicum roots,Other,Other
VGF147_C05,sample,Aglaia simplicifolia,Meliaceae,Aglaia,Aglaia simplicifolia roots,Other,Other
VGF147_C06,sample,Mallotus nudiflorus,Euphorbiaceae,Mallotus,Mallotus nudiflorus roots,Other,Other
VGF147_C07,sample,Stauntonia brunoniana,Lardizabalaceae,Stauntonia,Stauntonia brunoniana woody stems,Other,Other
VGF147_C08,sample,Zanthoxylum austrosinense,Rutaceae,Zanthoxylum,Zanthoxylum austrosinense roots,Other,Other
VGF147_C09,sample,Ajuga forrestii,Lamiaceae,Ajuga,Ajuga forrestii multiple,Other,Other
VGF147_C10,sample,Dracaena draco,Asparagaceae,Dracaena,Dracaena draco green stems,Other,Other
VGF147_C11,sample,Dolichandrone spathacea,Bignoniaceae,Dolichandrone,Dolichandrone spathacea woody stems,Other,Other
VGF147_D02,sample,Aporosa planchoniana,Phyllanthaceae,Aporosa,Aporosa planchoniana fruits,Other,Other
VGF147_D03,sample,Aquilaria agallocha,Thymelaeaceae,Aquilaria,Aquilaria agallocha woody stems,Other,Other
VGF147_D04,sample,Pachygone odorifera,Menispermaceae,Pachygone,Pachygone odorifera leaves,Other,Other
VGF147_D05,sample,Combretum indicum,Combretaceae,Combretum,Combretum indicum leaves,Other,Other
